id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
162941,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""LKBN ANTARA,2003-09-05,MORE ACEH SEPARATISTS KILLED IN PAST TWO DAYS.""",LKBN ANTARA,2003-09-05,MORE ACEH SEPARATISTS KILLED IN PAST TWO DAYS.,military,2,Tiro village,Aceh Province,Pidie Regency,5.1766,95.9615,POINT (95.961500 5.176600),137352,Indonesia,850,IDN,Asia,1,2,2003-09-04,2003-09-05,0,3,0,0,3,3,3
162942,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""LKBN ANTARA,2003-09-05,MORE ACEH SEPARATISTS KILLED IN PAST TWO DAYS.""",LKBN ANTARA,2003-09-05,MORE ACEH SEPARATISTS KILLED IN PAST TWO DAYS.,military,1,Jambo Papeun village,Aceh Province,South Aceh Regency,3.593121,97.222142,POINT (97.222142 3.593121),135195,Indonesia,850,IDN,Asia,1,2,2003-09-04,2003-09-05,0,3,0,0,3,3,3
163564,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-09-27,,,,Military spokesman,1,Buket Raya village,Aceh Province,East Aceh Regency,4.960392,97.695512,POINT (97.695512 4.960392),136636,Indonesia,850,IDN,Asia,1,1,2003-09-25,2003-09-25,0,4,0,0,4,4,4
162948,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Dow Jones International News,2003-09-28,Indonesia's Military Kills 7 Suspected Rebels In Aceh""",Dow Jones International News,2003-09-28,Indonesia's Military Kills 7 Suspected Rebels In Aceh,army spokesman,3,East Aceh Regency,Aceh Province,East Aceh Regency,4.616667,97.616667,POINT (97.616667 4.616667),136636,Indonesia,850,IDN,Asia,1,2,2003-09-26,2003-09-27,0,7,0,0,7,7,7
163565,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,AP 2003-10-02,,,,Military spokesman,3,North Aceh Regency,Aceh Province,North Aceh Regency,5.05,97.316667,POINT (97.316667 5.050000),137355,Indonesia,850,IDN,Asia,1,2,2003-10-01,2003-10-02,0,4,0,0,4,4,4
163566,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,AP 2003-10-02,,,,Military spokesman,3,North Aceh Regency,Aceh Province,North Aceh Regency,5.05,97.316667,POINT (97.316667 5.050000),137355,Indonesia,850,IDN,Asia,1,2,2003-10-01,2003-10-02,0,4,0,0,4,4,4
163933,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,AP 2003-10-02,,,,Military spokesman,3,Southeast Aceh Regency,Aceh Province,Southeast Aceh Regency,3.366667,97.683333,POINT (97.683333 3.366667),134476,Indonesia,850,IDN,Asia,1,2,2003-10-01,2003-10-02,0,4,0,0,4,4,4
163934,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,AP 2003-10-02,,,,Military spokesman,3,East Aceh Regency,Aceh Province,East Aceh Regency,4.616667,97.616667,POINT (97.616667 4.616667),136636,Indonesia,850,IDN,Asia,1,2,2003-10-01,2003-10-02,0,4,0,0,4,4,4
163955,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,AP 2003-10-02,,,,Military spokesman,3,East Aceh Regency,Aceh Province,East Aceh Regency,4.616667,97.616667,POINT (97.616667 4.616667),136636,Indonesia,850,IDN,Asia,1,2,2003-10-01,2003-10-02,0,4,0,0,4,4,4
163966,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,AP 2003-10-04,,,,Military spokesman,1,Lhok Jok village,Aceh Province,Bireuen Regency,5.140333,96.844691,POINT (96.844691 5.140333),137354,Indonesia,850,IDN,Asia,1,1,2003-10-03,2003-10-03,0,1,0,0,1,1,2
163583,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,AP 2003-10-04,,,,Military spokesman,1,Jeulikat town,Aceh Province,North Aceh Regency,5.145,97.1059,POINT (97.105900 5.145000),137355,Indonesia,850,IDN,Asia,1,1,2003-10-03,2003-10-03,1,1,0,0,2,2,1
163622,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-10-09,,,,Army official,3,Bireuen Regency,Aceh Province,Bireuen Regency,4.66667,97.6667,POINT (97.666700 4.666670),136636,Indonesia,850,IDN,Asia,1,2,2003-10-04,2003-10-05,0,6,0,0,6,6,6
162950,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""LKBN ANTARA,2003-10-07,INDON TROOPS KILL TWO REBELS, SEIZE FIVE WEAPONS IN ACEH.""",LKBN ANTARA,2003-10-07,"INDON TROOPS KILL TWO REBELS, SEIZE FIVE WEAPONS IN ACEH.",Lt Col Ahmad Yani Basuki,1,Peudada town,Aceh Province,Bireuen Regency,5.04763,96.556988,POINT (96.556988 5.047630),137354,Indonesia,850,IDN,Asia,1,1,2003-10-06,2003-10-06,0,2,0,0,2,2,2
163623,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-10-10,,,,Military spokesman,3,North Aceh Regency,Aceh Province,North Aceh Regency,5.05,97.316667,POINT (97.316667 5.050000),137355,Indonesia,850,IDN,Asia,1,2,2003-10-08,2003-10-09,0,1,0,0,1,1,0
163905,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-10-10,,,,Military spokesman,3,Aceh Tamiang Regency,Aceh Province,Aceh Tamiang Regency,4.2749,97.87216,POINT (97.872160 4.274900),135916,Indonesia,850,IDN,Asia,1,2,2003-10-08,2003-10-09,0,1,0,0,1,1,0
163906,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-10-10,,,,Military spokesman,3,Aceh Besar Regency,Aceh Province,Aceh Besar Regency,5.366667,95.533333,POINT (95.533333 5.366667),137352,Indonesia,850,IDN,Asia,1,2,2003-10-08,2003-10-09,0,0,0,0,0,0,1
163907,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-10-10,,,,Military spokesman,3,Pidie Regency,Aceh Province,Pidie Regency,4.66667,96.0,POINT (96.000000 4.666670),136633,Indonesia,850,IDN,Asia,1,2,2003-10-08,2003-10-09,0,0,0,0,0,0,1
163624,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-10-12,,,,Military officer,1,Teboktuha village,Aceh Province,North Aceh Regency,5.014,97.5123,POINT (97.512300 5.014000),137356,Indonesia,850,IDN,Asia,1,1,2003-10-12,2003-10-12,0,1,0,0,1,1,1
163967,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-10-12,,,,Military officer,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,1,2003-10-12,2003-10-12,0,1,0,0,1,1,1
162951,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Associated Press Newswires,2003-10-14,Indonesian military rules out cease-fire in Aceh during Muslim holy month""",Associated Press Newswires,2003-10-14,Indonesian military rules out cease-fire in Aceh during Muslim holy month,Lt. Ahmad Yani Basuk,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,1,2003-10-13,2003-10-13,0,2,0,0,2,2,2
162952,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Dow Jones International News,2003-10-17,10 Rebels, 3 Civilians Killed In Latest Aceh Violence""",Dow Jones International News,2003-10-17,"10 Rebels, 3 Civilians Killed In Latest Aceh Violence",Lt. Col. Ahmad Yani Basuki,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,1,2003-10-17,2003-10-17,0,5,0,0,5,5,5
162953,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Dow Jones International News,2003-10-17,10 Rebels, 3 Civilians Killed In Latest Aceh Violence""",Dow Jones International News,2003-10-17,"10 Rebels, 3 Civilians Killed In Latest Aceh Violence",Lt. Col. Ahmad Yani Basuki,3,West Aceh Regency,Aceh Province,West Aceh Regency,4.45,96.183333,POINT (96.183333 4.450000),135913,Indonesia,850,IDN,Asia,1,1,2003-10-17,2003-10-17,0,5,0,0,5,5,5
162955,2003,1,2003,2003,3,524,GAM - Civilians,991,GAM - Civilians,327,,GAM,1,,Civilians,2,"""Xinhua News Agency,2003-10-22,Indonesian troops kill 11 rebels in Aceh."";""Organisation of Asia-Pacific News Agencies,2003-10-22,INDON TROOPS KILL TWO ACEHNESE REBELS, CAPTURE FOUR ALIVE.""",Xinhua News Agency;Organisation of Asia-Pacific News Agencies,2003-10-22;2003-10-22,"Indonesian troops kill 11 rebels in Aceh.;INDON TROOPS KILL TWO ACEHNESE REBELS, CAPTURE FOUR ALIVE.",Lt. Col Ahmad Yani Basuki,3,Pidie Regency,Aceh Province,Pidie Regency,4.66667,96.0,POINT (96.000000 4.666670),136633,Indonesia,850,IDN,Asia,1,1,2003-10-21,2003-10-21,0,0,0,0,0,0,3
162956,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France Presse,2003-10-22,Indonesian army says nine rebels killed in single clash.""",Agence France Presse,2003-10-22,Indonesian army says nine rebels killed in single clash.,Spokesman Ahmad Yani Basuki ,1,Peusangan town,Aceh Province,Bireuen Regency,5.1968,96.7895,POINT (96.789500 5.196800),137354,Indonesia,850,IDN,Asia,1,1,2003-10-21,2003-10-21,0,9,0,0,9,9,9
162957,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""BBC Monitoring Asia Pacific,2003-10-22,Indonesian military says 11 rebels killed in Aceh""",BBC Monitoring Asia Pacific,2003-10-22,Indonesian military says 11 rebels killed in Aceh,Lt-Col Ahmad Yani Basuki,3,East Aceh Regency,Aceh Province,East Aceh Regency,4.616667,97.616667,POINT (97.616667 4.616667),136636,Indonesia,850,IDN,Asia,1,1,2003-10-21,2003-10-21,0,2,0,0,2,2,2
163856,2003,1,2003,2003,3,524,GAM - Civilians,991,GAM - Civilians,327,,GAM,1,,Civilians,-1,"AFP, 2003-10-22,  Indonesian army accuses separatist rebels of killing three civilians",,,,Military spokesman,3,Pidie Regency,Aceh Province,Pidie Regency,4.66667,96.0,POINT (96.000000 4.666670),136633,Indonesia,850,IDN,Asia,1,1,2003-10-21,2003-10-21,0,0,4,0,4,4,4
162958,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Xinhua News Agency,2003-10-25,4 GAM separatists killed in Aceh - army spokesman.""",Xinhua News Agency,2003-10-25,4 GAM separatists killed in Aceh - army spokesman.,Lt. Col. Acehmad Yani Basuki,1,Dewantara village,Aceh Province,North Aceh Regency,5.239567,97.017587,POINT (97.017587 5.239567),137355,Indonesia,850,IDN,Asia,1,2,2003-10-24,2003-10-25,0,2,0,0,1,2,1
162959,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Xinhua News Agency,2003-10-25,4 GAM separatists killed in Aceh - army spokesman.""",Xinhua News Agency,2003-10-25,4 GAM separatists killed in Aceh - army spokesman.,Lt. Col. Acehmad Yani Basuki,2,Nisam area,Aceh Province,North Aceh Regency,5.16,97.0,POINT (97.000000 5.160000),137355,Indonesia,850,IDN,Asia,1,2,2003-10-24,2003-10-25,0,1,0,0,2,1,2
162960,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Xinhua News Agency,2003-10-25,4 GAM separatists killed in Aceh - army spokesman.""",Xinhua News Agency,2003-10-25,4 GAM separatists killed in Aceh - army spokesman.,Lt. Col. Acehmad Yani Basuki,3,Aceh Besar Regency,Aceh Province,Aceh Besar Regency,5.366667,95.533333,POINT (95.533333 5.366667),137352,Indonesia,850,IDN,Asia,1,2,2003-10-24,2003-10-25,0,1,0,0,1,1,1
163354,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,AP 2003-10-28,,,,Military,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,2,2003-10-26,2003-10-27,0,6,0,0,6,6,6
143803,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France Presse,2003-11-09,Troops kill nine more suspected rebels in Indonesia's Aceh.""",Agence France Presse,2003-11-09,Troops kill nine more suspected rebels in Indonesia's Aceh.,Aceh Military Spokesman Lieutenant Colonesl Ahmad Yani Basuki,3,East Aceh Regency,Aceh Province,East Aceh Regency,4.616667,97.616667,POINT (97.616667 4.616667),136636,Indonesia,850,IDN,Asia,1,2,2003-11-06,2003-11-07,0,1,0,0,1,1,1
143805,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France Presse,2003-11-09,Troops kill nine more suspected rebels in Indonesia's Aceh.""",Agence France Presse,2003-11-09,Troops kill nine more suspected rebels in Indonesia's Aceh.,Aceh Military Spokesman Lieutenant Colonesl Ahmad Yani Basuki,3,Bireuen Regency,Aceh Province,Bireuen Regency,4.66667,97.6667,POINT (97.666700 4.666670),136636,Indonesia,850,IDN,Asia,1,2,2003-11-06,2003-11-07,0,1,0,0,1,1,1
163399,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-11-07,,,,Officer,2,Jeumpa area,Aceh Province,Bireuen Regency,5.2,96.683333,POINT (96.683333 5.200000),137354,Indonesia,850,IDN,Asia,1,1,2003-11-07,2003-11-07,0,4,0,0,4,4,4
143802,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France Presse,2003-11-09,Troops kill nine more suspected rebels in Indonesia's Aceh.""",Agence France Presse,2003-11-09,Troops kill nine more suspected rebels in Indonesia's Aceh.,Aceh Military Spokesman Lieutenant Colonesl Ahmad Yani Basuki,1,Leunpung village,Aceh Province,Aceh Besar Regency,5.392388,95.255257,POINT (95.255257 5.392388),137351,Indonesia,850,IDN,Asia,1,1,2003-11-08,2003-11-08,0,1,0,0,1,1,1
143800,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France Presse,2003-11-09,Troops kill nine more suspected rebels in Indonesia's Aceh.""",Agence France Presse,2003-11-09,Troops kill nine more suspected rebels in Indonesia's Aceh.,Aceh Military Spokesman Lieutenant Colonesl Ahmad Yani Basuki,3,North Aceh Regency,Aceh Province,North Aceh Regency,5.05,97.316667,POINT (97.316667 5.050000),137355,Indonesia,850,IDN,Asia,1,1,2003-11-08,2003-11-08,0,4,0,0,4,4,4
143801,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France Presse,2003-11-09,Troops kill nine more suspected rebels in Indonesia's Aceh.""",Agence France Presse,2003-11-09,Troops kill nine more suspected rebels in Indonesia's Aceh.,Aceh Military Spokesman Lieutenant Colonesl Ahmad Yani Basuki,2,Gunong Pungki village,Aceh Province,Nagan Raya Regency,4.100896,96.439596,POINT (96.439596 4.100896),135913,Indonesia,850,IDN,Asia,1,1,2003-11-08,2003-11-08,0,2,0,0,2,2,2
162966,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""BBC Monitoring Asia Pacific,2003-11-12,Indonesian army spokesman reports killing of nine Free Aceh militants""",BBC Monitoring Asia Pacific,2003-11-12,Indonesian army spokesman reports killing of nine Free Aceh militants,Lt-Col Ahmad Yani Basuki,2,Trumon area,Aceh Province,South Aceh Regency,2.658132,97.742117,POINT (97.742117 2.658132),133756,Indonesia,850,IDN,Asia,1,1,2003-11-10,2003-11-10,0,5,0,0,5,5,5
162967,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""BBC Monitoring Asia Pacific,2003-11-12,Indonesian army spokesman reports killing of nine Free Aceh militants""",BBC Monitoring Asia Pacific,2003-11-12,Indonesian army spokesman reports killing of nine Free Aceh militants,Lt-Col Ahmad Yani Basuki,2,Lhokseumawe town,Aceh Province,North Aceh Regency,5.188056,97.140278,POINT (97.140278 5.188056),137355,Indonesia,850,IDN,Asia,1,1,2003-11-10,2003-11-10,0,4,0,0,4,4,4
162968,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""BBC Monitoring Asia Pacific,2003-11-12,Indonesian army spokesman reports killing of nine Free Aceh militants""",BBC Monitoring Asia Pacific,2003-11-12,Indonesian army spokesman reports killing of nine Free Aceh militants,Lt-Col Ahmad Yani Basuki,2,Syamtalira Baru village,Aceh Province,North Aceh Regency,5.077185,97.184414,POINT (97.184414 5.077185),137355,Indonesia,850,IDN,Asia,1,1,2003-11-10,2003-11-10,0,3,0,0,3,3,3
162969,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""BBC Monitoring Asia Pacific,2003-11-12,Indonesian army spokesman reports killing of nine Free Aceh militants""",BBC Monitoring Asia Pacific,2003-11-12,Indonesian army spokesman reports killing of nine Free Aceh militants,Lt-Col Ahmad Yani Basuki,2,Syamtalira Baru village,Aceh Province,North Aceh Regency,5.077185,97.184414,POINT (97.184414 5.077185),137355,Indonesia,850,IDN,Asia,1,1,2003-11-10,2003-11-10,0,0,0,0,0,0,1
162970,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""BBC Monitoring Asia Pacific,2003-11-12,Indonesian army spokesman reports killing of nine Free Aceh militants""",BBC Monitoring Asia Pacific,2003-11-12,Indonesian army spokesman reports killing of nine Free Aceh militants,Lt-Col Ahmad Yani Basuki,2,Lho-nga town,Aceh Province,Aceh Besar Regency,5.475606,95.241427,POINT (95.241427 5.475606),137351,Indonesia,850,IDN,Asia,1,1,2003-11-10,2003-11-10,0,1,0,0,1,1,1
162971,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,,,,,Martial law administration spokesman Ahmad Yani Basuki,1,Tanah Luas,Aceh Province,North Aceh Regency,4.969134,97.146707,POINT (97.146707 4.969134),136635,Indonesia,850,IDN,Asia,1,2,2003-11-11,2003-11-12,0,4,0,0,4,4,4
162972,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,,,,,Martial law administration spokesman Ahmad Yani Basuki,3,North Aceh Regency,Aceh Province,North Aceh Regency,5.05,97.316667,POINT (97.316667 5.050000),137355,Indonesia,850,IDN,Asia,1,2,2003-11-11,2003-11-12,0,1,0,0,1,1,1
162973,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Xinhua News Agency,2003-11-12,Seven rebels killed in Indonesia's Aceh.""",Xinhua News Agency,2003-11-12,Seven rebels killed in Indonesia's Aceh.,Martial law administration spokesman Ahmad Yani Basuki,3,South Aceh Regency,Aceh Province,South Aceh Regency,3.133333,97.45,POINT (97.450000 3.133333),134475,Indonesia,850,IDN,Asia,1,2,2003-11-11,2003-11-12,0,2,0,0,2,2,2
162963,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France Presse,2003-11-13,Indonesian troops kill three more rebels in Aceh.""",Agence France Presse,2003-11-13,Indonesian troops kill three more rebels in Aceh.,military spokesman Ahmad Yani Basuki,1,Tangse town,Aceh Province,Pidie Regency,5.01,95.9106,POINT (95.910600 5.010000),137352,Indonesia,850,IDN,Asia,1,1,2003-11-12,2003-11-12,0,3,0,0,3,3,3
162974,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Xinhua News Agency,2003-11-19,Indonesian military troops kill two Aceh rebels.""",Xinhua News Agency,2003-11-19,Indonesian military troops kill two Aceh rebels.,Martial Law Administration spokesman Ahmad Yani Basuki,3,Bireuen Regency,Aceh Province,Bireuen Regency,4.66667,97.6667,POINT (97.666700 4.666670),136636,Indonesia,850,IDN,Asia,1,2,2003-11-16,2003-11-18,0,1,0,0,1,1,1
162975,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Xinhua News Agency,2003-11-19,Indonesian military troops kill two Aceh rebels.""",Xinhua News Agency,2003-11-19,Indonesian military troops kill two Aceh rebels.,Martial Law Administration spokesman Ahmad Yani Basuki,3,Aceh Jaya Regency,Aceh Province,Aceh Jaya Regency,4.816667,95.666667,POINT (95.666667 4.816667),136632,Indonesia,850,IDN,Asia,1,2,2003-11-16,2003-11-18,0,1,0,0,1,1,1
163400,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-11-20,,,,Military spokesman,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,1,2003-11-19,2003-11-19,0,8,0,0,8,8,8
163401,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-11-26,,,,Military spokesman,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,2,2003-11-25,2003-11-26,0,4,0,0,4,4,4
162964,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France Presse,2003-11-28,Indonesia's military says Aceh rebel intelligence agent killed.""",Agence France Presse,2003-11-28,Indonesia's military says Aceh rebel intelligence agent killed.,provincial military spokesman Ahmad Yani Basuki,3,North Aceh Regency,Aceh Province,North Aceh Regency,5.05,97.316667,POINT (97.316667 5.050000),137355,Indonesia,850,IDN,Asia,1,1,2003-11-27,2003-11-27,0,1,0,0,1,1,1
162965,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,1,"""Agence France Presse,2003-11-28,Indonesia's military says Aceh rebel intelligence agent killed.""",Agence France Presse,2003-11-28,Indonesia's military says Aceh rebel intelligence agent killed.,provincial military spokesman Ahmad Yani Basuki,3,East Aceh Regency,Aceh Province,East Aceh Regency,4.616667,97.616667,POINT (97.616667 4.616667),136636,Indonesia,850,IDN,Asia,1,1,2003-11-27,2003-11-27,0,1,0,0,1,1,1
163417,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,AP 2003-12-04,,,,Military spokesman,3,East Aceh Regency,Aceh Province,East Aceh Regency,4.616667,97.616667,POINT (97.616667 4.616667),136636,Indonesia,850,IDN,Asia,1,1,2003-12-03,2003-12-03,2,7,0,0,9,9,9
163418,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,2003-12-11 AP,,,,Military spokesman,1,Blang Mee village,Aceh Province,West Aceh Regency,4.395519,96.061962,POINT (96.061962 4.395519),135913,Indonesia,850,IDN,Asia,1,1,2003-12-10,2003-12-10,0,2,0,0,2,2,2
163419,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,2003-12-15 AP,,,,Army spokesman,3,South Aceh Regency,Aceh Province,South Aceh Regency,3.133333,97.45,POINT (97.450000 3.133333),134475,Indonesia,850,IDN,Asia,1,1,2003-12-14,2003-12-14,1,4,1,0,6,6,6
163508,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-12-15,,,,Military spokesman,3,East Aceh Regency,Aceh Province,East Aceh Regency,4.616667,97.616667,POINT (97.616667 4.616667),136636,Indonesia,850,IDN,Asia,1,1,2003-12-14,2003-12-14,1,1,0,0,1,2,1
163929,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-12-15,,,,Military spokesman,3,Southwest Aceh Regency,Aceh Province,Southwest Aceh Regency,3.791111,95.916667,POINT (95.916667 3.791111),135192,Indonesia,850,IDN,Asia,1,1,2003-12-14,2003-12-14,0,1,0,0,1,1,2
163930,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-12-15,,,,Military spokesman,1,Simpang Ulin,Aceh Province,East Aceh Regency,5.099193,97.567292,POINT (97.567292 5.099193),137356,Indonesia,850,IDN,Asia,1,1,2003-12-14,2003-12-14,0,1,0,0,2,1,1
