id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
141063,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 249,,,,,1,Ritabou village,Timor Timur Province,Bobonaro Regency,-8.969167,125.218333,POINT (125.218333 -8.969167),117251,Indonesia,850,IDN,Asia,1,1,1999-05-17,1999-05-17,0,0,1,0,1,1,1
141074,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 249,,,,,1,Hauba village,Timor Timur Province,Bobonaro Regency,-8.9922,125.387,POINT (125.387000 -8.992200),117251,Indonesia,850,IDN,Asia,1,1,1999-05-17,1999-05-17,0,0,1,0,1,1,1
141068,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,1,Lhokseumawe town,Aceh Province,North Aceh Regency,5.188056,97.140278,POINT (97.140278 5.188056),137355,Indonesia,850,IDN,Asia,1,1,1999-05-18,1999-05-18,0,0,0,0,0,0,1
141395,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Reuters 5/25/1999 FOCUS-Violence flares in Sumatra, at least six die.",,,,,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,1,1999-05-25,1999-05-25,2,0,0,0,2,2,6
141160,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 250,,,,,2,Oges village,Timor Timur Province,Cova Lima Regency,-9.264444,125.213889,POINT (125.213889 -9.264444),116531,Indonesia,850,IDN,Asia,1,1,1999-05-28,1999-05-28,0,0,2,0,2,2,2
141398,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,1,Tangse town,Aceh Province,Pidie Regency,5.01,95.9106,POINT (95.910600 5.010000),137352,Indonesia,850,IDN,Asia,1,1,1999-06-09,1999-06-09,0,0,0,0,0,0,1
141399,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,1,Lamno town,Aceh Province,West Aceh Regency,5.0902,95.3727,POINT (95.372700 5.090200),137351,Indonesia,850,IDN,Asia,1,1,1999-06-11,1999-06-11,0,0,0,2,0,2,2
141253,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-6-28,,,,witnesses and military official,2,Nisam area,Aceh Province,North Aceh Regency,5.16,97.0,POINT (97.000000 5.160000),137355,Indonesia,850,IDN,Asia,1,1,1999-06-27,1999-06-27,0,0,0,0,0,0,1
141410,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Reuters 6/28/1999 Indonesia troops kill suspected rebel in Aceh.,,,,,2,Nisam area,Aceh Province,North Aceh Regency,5.16,97.0,POINT (97.000000 5.160000),137355,Indonesia,850,IDN,Asia,1,1,1999-06-27,1999-06-27,0,1,0,0,1,1,1
141278,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 260,,,,,3,Ermera Regency,Timor Timur Province,Ermera Regency,-8.833333,125.383333,POINT (125.383333 -8.833333),117251,Indonesia,850,IDN,Asia,1,1,1999-06-30,1999-06-30,0,0,2,0,2,2,2
141427,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Kirsten E Schulze ""Insurgency and Counter-Insurgency"" In Reid, Anthony (ed) (2006) Verandah of Violence. Singapore: Singapore University Press",,,,,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,2,5,1999-07-01,1999-12-31,0,0,0,0,0,0,27
141405,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,2,Julok,Aceh Province,East Aceh Regency,5.03641,97.589737,POINT (97.589737 5.036410),137356,Indonesia,850,IDN,Asia,1,1,1999-07-11,1999-07-11,0,0,0,0,0,0,2
141335,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-7-13,,,,military,4,Aceh Province,Aceh Province,,5.55,95.316667,POINT (95.316667 5.550000),138071,Indonesia,850,IDN,Asia,1,1,1999-07-12,1999-07-12,0,0,0,0,0,0,4
141365,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-7-13,,,,witnesses,2,Idi Rayeuk town,Aceh Province,East Aceh Regency,4.95,97.775,POINT (97.775000 4.950000),136636,Indonesia,850,IDN,Asia,1,1,1999-07-12,1999-07-12,0,0,0,0,0,0,4
141406,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001"", R 7/13/1999 Ten killed in clashes in Indonesia's Aceh",,,,,1,Idi Rayeuk town,Aceh Province,East Aceh Regency,4.95,97.775,POINT (97.775000 4.950000),136636,Indonesia,850,IDN,Asia,1,1,1999-07-12,1999-07-12,0,4,0,0,4,4,4
141412,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001"", R 7/13/1999 Ten killed in clashes in Indonesia's Aceh",,,,,1,Lampahan town,Aceh Province,Central Aceh Regency,4.750935,96.766586,POINT (96.766586 4.750935),136634,Indonesia,850,IDN,Asia,1,1,1999-07-12,1999-07-12,0,0,0,4,4,4,4
141413,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Reuters 7/16/1999 Two soldiers shot dead in Indonesia's restive Aceh,,,,,1,Alue Puteh village,Aceh Province,North Aceh Regency,5.080479,97.46383,POINT (97.463830 5.080479),137355,Indonesia,850,IDN,Asia,1,1,1999-07-16,1999-07-16,2,0,0,0,2,2,2
141415,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Reuters 7/19/1999 Rebels kill five in Indonesia's troubled Aceh., Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,3,Pidie Regency,Aceh Province,Pidie Regency,4.66667,96.0,POINT (96.000000 4.666670),136633,Indonesia,850,IDN,Asia,1,1,1999-07-19,1999-07-19,5,0,0,0,5,5,5
141419,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Reuters 8/6/1999 Twelve killed in fighting in Indonesia's Aceh.,,,,,2,Cot Mampalam village,Aceh Province,Pidie Regency,5.210597,95.909196,POINT (95.909196 5.210597),137352,Indonesia,850,IDN,Asia,1,1,1999-08-05,1999-08-05,0,0,0,9,9,9,9
141420,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Reuters 8/9/1999 FOCUS-Unrest kills 20 in Indonesia's bloodied Aceh,,,,,1,Krueng Tuan village,Aceh Province,East Aceh Regency,4.750298,97.63077,POINT (97.630770 4.750298),136636,Indonesia,850,IDN,Asia,1,1,1999-08-07,1999-08-07,0,0,18,0,18,18,18
141651,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-8-9,,,,Legal Aid Institute official,1,Krueng Tuan village,Aceh Province,East Aceh Regency,4.750298,97.63077,POINT (97.630770 4.750298),136636,Indonesia,850,IDN,Asia,1,1,1999-08-07,1999-08-07,0,0,0,0,0,0,18
141652,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-8-9,,,,Legal Aid Institute official,1,Lhokseumawe town,Aceh Province,North Aceh Regency,5.188056,97.140278,POINT (97.140278 5.188056),137355,Indonesia,850,IDN,Asia,1,1,1999-08-07,1999-08-07,0,0,1,0,1,1,1
141114,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,1,Ganda Pura village,Aceh Province,North Aceh Regency,5.221104,96.889203,POINT (96.889203 5.221104),137354,Indonesia,850,IDN,Asia,1,1,1999-08-13,1999-08-13,0,0,0,0,0,0,2
142046,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 261,,,,,1,Lahomea village,Timor Timur Province,Bobonaro Regency,-8.99583,125.232778,POINT (125.232778 -8.995830),117251,Indonesia,850,IDN,Asia,1,1,1999-08-19,1999-08-19,0,0,1,0,1,1,1
142047,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 261,,,,,3,Ambeno Regency,Timor Timur Province,Ambeno Regency,-9.333333,124.3,POINT (124.300000 -9.333333),116529,Indonesia,850,IDN,Asia,1,1,1999-08-20,1999-08-20,0,0,1,0,1,1,1
141542,1999,1,1999,1999,2,4903,Christians (Indonesia) - Muslims (Indonesia),5513,Christians (Indonesia) - Muslims (Indonesia),860,,Christians (Indonesia),861,,Muslims (Indonesia),-1,R 8/24/1999 Nine die in unrest in eastern Indonesia,,,,,5,Seram island,Maluku Province,,-3.133333,129.5,POINT (129.500000 -3.133333),125180,Indonesia,850,IDN,Asia,1,2,1999-08-21,1999-08-22,0,0,0,9,9,9,9
141168,1999,1,1999,1999,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,2,Lhokseumawe town,Aceh Province,North Aceh Regency,5.188056,97.140278,POINT (97.140278 5.188056),137355,Indonesia,850,IDN,Asia,1,1,1999-08-25,1999-08-25,0,0,0,1,1,1,1
142048,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,AP 31/7 2005,,,,,4,Timor Timur Province,Timor Timur Province,,-8.566667,125.566667,POINT (125.566667 -8.566667),117252,Indonesia,850,IDN,Asia,1,1,1999-08-25,1999-08-25,0,0,1,0,1,1,1
142049,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-8-27,,,,Jakarta Post and Republika,1,Ambon town,Maluku Province,Kota Ambon,-3.705,128.17,POINT (128.170000 -3.705000),124457,Indonesia,850,IDN,Asia,1,1,1999-08-26,1999-08-26,0,0,0,0,0,0,5
142053,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-8-28,,,,UN,2,Maliana town,Timor Timur Province,Bobonaro Regency,-8.991667,125.219722,POINT (125.219722 -8.991667),117251,Indonesia,850,IDN,Asia,1,1,1999-08-27,1999-08-27,0,0,3,0,3,3,6
142084,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-8-28,,,,UN,1,Lospalos,Timor Timur Province,Lautém Regency,-8.52222,127.0,POINT (127.000000 -8.522220),117255,Indonesia,850,IDN,Asia,1,1,1999-08-27,1999-08-27,0,0,1,0,1,1,1
140798,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 261,,,,,3,Ambeno Regency,Timor Timur Province,Ambeno Regency,-9.333333,124.3,POINT (124.300000 -9.333333),116529,Indonesia,850,IDN,Asia,1,1,1999-08-30,1999-08-30,0,0,6,0,6,6,6
140799,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 289,,,,,1,Manusea village,Timor Timur Province,Ermera Regency,-8.782778,125.354167,POINT (125.354167 -8.782778),117251,Indonesia,850,IDN,Asia,1,1,1999-08-31,1999-08-31,0,0,1,0,1,1,1
140800,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 289,,,,,1,Hera town,Timor Timur Province,Kota Dili,-8.538333,125.684444,POINT (125.684444 -8.538333),117252,Indonesia,850,IDN,Asia,1,1,1999-08-31,1999-08-31,0,0,2,0,2,2,2
140834,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 261,,,,,1,Anapal village,Timor Timur Province,Bobonaro Regency,-9.100278,125.36944,POINT (125.369440 -9.100278),116531,Indonesia,850,IDN,Asia,1,1,1999-08-31,1999-08-31,0,0,4,0,4,4,4
140937,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 289,,,,,1,Dili town,Timor Timur Province,Kota Dili,-8.566667,125.583333,POINT (125.583333 -8.566667),117252,Indonesia,850,IDN,Asia,1,1,1999-09-01,1999-09-01,0,0,1,0,1,1,1
140938,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-9-1,,,,witnesses,1,Dili town,Timor Timur Province,Kota Dili,-8.566667,125.583333,POINT (125.583333 -8.566667),117252,Indonesia,850,IDN,Asia,1,1,1999-09-01,1999-09-01,0,0,5,0,5,5,5
141543,1999,1,1999,1999,2,4903,Christians (Indonesia) - Muslims (Indonesia),5513,Christians (Indonesia) - Muslims (Indonesia),860,,Christians (Indonesia),861,,Muslims (Indonesia),-1,R 9/2/1999 Eight people die in clashes in Indonesia's Ambon.,,,,,2,Saparua island,Maluku Province,Central Maluku Regency,-3.57493,128.647,POINT (128.647000 -3.574930),124458,Indonesia,850,IDN,Asia,1,1,1999-09-01,1999-09-01,0,0,0,4,4,4,4
162473,1999,1,1999,1999,2,4903,Christians (Indonesia) - Muslims (Indonesia),5513,Christians (Indonesia) - Muslims (Indonesia),860,,Christians (Indonesia),861,,Muslims (Indonesia),-1,R 9/2/1999 Eight people die in clashes in Indonesia's Ambon.,,,,,5,Ambon Island,Maluku Province,,-3.638056,128.117222,POINT (128.117222 -3.638056),124457,Indonesia,850,IDN,Asia,1,1,1999-09-01,1999-09-01,0,0,0,4,4,4,4
163921,2003,1,2003,2003,1,366,Indonesia: Aceh,794,Government of Indonesia - GAM,155,850.0,Government of Indonesia,327,,GAM,-1,Xinhua 2003-09-12,,,,Martial law administrator,3,North Aceh Regency,Aceh Province,North Aceh Regency,5.05,97.316667,POINT (97.316667 5.050000),137355,Indonesia,850,IDN,Asia,1,1,2003-09-11,2003-09-11,0,4,0,0,4,4,3
141544,1999,1,1999,1999,2,4903,Christians (Indonesia) - Muslims (Indonesia),5513,Christians (Indonesia) - Muslims (Indonesia),860,,Christians (Indonesia),861,,Muslims (Indonesia),-1,"R 9/3/1999 FOCUS-Five killed, 24 injured in Indonesia's Ambon",,,,,1,Ambon town,Maluku Province,Kota Ambon,-3.705,128.17,POINT (128.170000 -3.705000),124457,Indonesia,850,IDN,Asia,1,2,1999-09-02,1999-09-03,2,0,0,3,5,5,5
140939,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-9-2,,,,UN,1,Maliana town,Timor Timur Province,Bobonaro Regency,-8.991667,125.219722,POINT (125.219722 -8.991667),117251,Indonesia,850,IDN,Asia,1,1,1999-09-02,1999-09-02,0,0,2,0,2,2,2
140898,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 291,,,,,1,Letefoho town,Timor Timur Province,Ermera Regency,-8.834444,125.426389,POINT (125.426389 -8.834444),117251,Indonesia,850,IDN,Asia,1,1,1999-09-03,1999-09-03,0,0,1,0,1,1,1
140981,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 279,,,,,1,Becora village,Timor Timur Province,Kota Dili,-8.560364,125.597909,POINT (125.597909 -8.560364),117252,Indonesia,850,IDN,Asia,1,1,1999-09-04,1999-09-04,0,0,8,0,8,8,8
140899,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 290,,,,,1,Metagou village,Timor Timur Province,Liquiçá Regency,-8.629444,125.3625,POINT (125.362500 -8.629444),117251,Indonesia,850,IDN,Asia,1,1,1999-09-04,1999-09-04,0,0,3,0,3,3,3
140900,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 287,,,,,1,Belulic Leten village,Timor Timur Province,Cova Lima Regency,-9.243889,125.001389,POINT (125.001389 -9.243889),116531,Indonesia,850,IDN,Asia,1,1,1999-09-04,1999-09-04,0,0,3,0,3,3,3
140901,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 284,,,,,1,Seloi-Malere village,Timor Timur Province,Aileu Regency,-8.73,125.56278,POINT (125.562780 -8.730000),117252,Indonesia,850,IDN,Asia,1,1,1999-09-04,1999-09-04,0,0,2,0,2,2,2
140946,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 284,,,,,1,Mulo village,Timor Timur Province,Ainaro Regency,-8.930556,125.561111,POINT (125.561111 -8.930556),117252,Indonesia,850,IDN,Asia,1,1,1999-09-04,1999-09-04,0,0,2,0,2,2,2
141666,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 291,,,,,1,Betano village,Timor Timur Province,Manufahi Regency,-9.149803,125.721577,POINT (125.721577 -9.149803),116532,Indonesia,850,IDN,Asia,1,1,1999-09-04,1999-09-04,0,0,4,0,4,4,4
140982,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 284,,,,,1,Cassa village,Timor Timur Province,Ainaro Regency,-9.136389,125.544444,POINT (125.544444 -9.136389),116532,Indonesia,850,IDN,Asia,1,1,1999-09-05,1999-09-05,0,0,1,0,1,1,1
140983,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 286,,,,,1,Oeleo village,Timor Timur Province,Bobonaro Regency,-9.030556,125.29278,POINT (125.292780 -9.030556),116531,Indonesia,850,IDN,Asia,1,1,1999-09-05,1999-09-05,0,0,1,0,1,1,1
140984,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 284,,,,,2,Laulara town,Timor Timur Province,Aileu Regency,-8.603056,125.593889,POINT (125.593889 -8.603056),117252,Indonesia,850,IDN,Asia,1,1,1999-09-05,1999-09-05,0,0,2,0,2,2,2
141014,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 2001-1-11,,,,prosecutor in Indonesian court,5,West Timor,Nusa Tenggara Timur Province,,-10.383333,123.633333,POINT (123.633333 -10.383333),115088,Indonesia,850,IDN,Asia,1,1,1999-09-06,1999-09-06,0,0,3,0,3,3,3
141064,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 266,,,,,1,Dili town,Timor Timur Province,Kota Dili,-8.566667,125.583333,POINT (125.583333 -8.566667),117252,Indonesia,850,IDN,Asia,1,1,1999-09-06,1999-09-06,0,0,15,0,15,15,15
141065,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 287,,,,,4,Timor Timur Province,Timor Timur Province,,-8.566667,125.566667,POINT (125.566667 -8.566667),117252,Indonesia,850,IDN,Asia,1,1,1999-09-06,1999-09-06,0,0,1,0,1,1,1
141075,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 291,,,,,2,Aliatu village,Timor Timur Province,Ermera Regency,-8.926667,125.406667,POINT (125.406667 -8.926667),117251,Indonesia,850,IDN,Asia,1,1,1999-09-06,1999-09-06,0,0,1,0,1,1,1
141174,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 291,,,,,4,Timor Timur Province,Timor Timur Province,,-8.566667,125.566667,POINT (125.566667 -8.566667),117252,Indonesia,850,IDN,Asia,1,1,1999-09-07,1999-09-07,0,0,3,0,3,3,3
141199,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 287,,,,,1,Camenaca village,Timor Timur Province,Cova Lima Regency,-9.319167,125.283611,POINT (125.283611 -9.319167),116531,Indonesia,850,IDN,Asia,1,1,1999-09-07,1999-09-07,0,0,1,0,1,1,1
141200,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 285,,,,,1,Balibo town,Timor Timur Province,Bobonaro Regency,-8.96746,125.047076,POINT (125.047076 -8.967460),117251,Indonesia,850,IDN,Asia,1,1,1999-09-07,1999-09-07,0,0,1,0,1,1,1
141230,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 286,,,,,1,Odomau village,Timor Timur Province,Bobonaro Regency,-8.98833,125.201667,POINT (125.201667 -8.988330),117251,Indonesia,850,IDN,Asia,1,1,1999-09-07,1999-09-07,0,0,2,0,2,2,3
141254,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 291,,,,,1,Laclo village,Timor Timur Province,Manatuto Regency,-8.555,125.909444,POINT (125.909444 -8.555000),117252,Indonesia,850,IDN,Asia,1,1,1999-09-07,1999-09-07,0,0,4,0,4,4,4
141279,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 288,,,,,1,Matai village,Timor Timur Province,Cova Lima Regency,-9.299167,125.265278,POINT (125.265278 -9.299167),116531,Indonesia,850,IDN,Asia,1,1,1999-09-07,1999-09-07,0,0,1,0,1,1,1
141317,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 286,,,,,1,Odomau village,Timor Timur Province,Bobonaro Regency,-8.98833,125.201667,POINT (125.201667 -8.988330),117251,Indonesia,850,IDN,Asia,1,1,1999-09-07,1999-09-07,0,0,6,0,6,6,6
141318,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 284,,,,,1,Foho-Ai-Lico village,Timor Timur Province,Ainaro Regency,-9.109722,125.663333,POINT (125.663333 -9.109722),116532,Indonesia,850,IDN,Asia,1,1,1999-09-07,1999-09-07,0,0,1,0,1,1,1
141635,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,East Timor Reconciliation Commission (2006) p 287,,,,,1,Memo village,Timor Timur Province,Bobonaro Regency,-9.019722,125.186111,POINT (125.186111 -9.019722),116531,Indonesia,850,IDN,Asia,1,1,1999-09-08,1999-09-08,0,0,1,0,1,1,1
140742,1999,1,1999,1999,3,493,Government of Indonesia - Civilians,960,Government of Indonesia - Civilians,155,850.0,Government of Indonesia,1,,Civilians,-1,Reuters 1999-9-9,,,,official Antara news agency,1,Sorong town,Irian Jaya Province,Kota Sorong,-0.866667,131.25,POINT (131.250000 -0.866667),128783,Indonesia,850,IDN,Asia,1,1,1999-09-09,1999-09-09,0,0,0,0,0,0,1
